# This table contains site-level occupancy values (IPOD-HR robust z-scores) for all IPOD-HR detectable,,,,,
#   TFBSs annotated in RegulonDB (downloaded May 2018),,,,,
# Column definitions:,,,,,
#   condition: The physiological condition under study,,,,,
#   startloc/endloc: 1-indexed start and end location of the site (open right interval),,,,,
#   occupancy: The robust z-score of peak occupancy in the site under the specified condition,,,,,
#   regulator: TF annotated to bind the site,,,,,
#   target: Regulatory target of binding, if known,,,,
condition,startloc,endloc,occupancy,regulator,target
lexa,2751749,2751768,-1.041175,LexA,recN
purr,2751749,2751768,-1.889644,LexA,recN
stat,2751749,2751768,2.425745,LexA,recN
argr,2751749,2751768,-2.625456,LexA,recN
rdmglu,2751749,2751768,-1.370929,LexA,recN
min,2765852,2765876,0.231747,IscR,rnlAB
lexa,2765852,2765876,2.712874,IscR,rnlAB
purr,2765852,2765876,0.313371,IscR,rnlAB
stat,2765852,2765876,1.131119,IscR,rnlAB
argr,2765852,2765876,-0.939668,IscR,rnlAB
rdmglu,2765852,2765876,-0.087096,IscR,rnlAB
min,2788848,2788869,1.551569,CRP,csiD-lhgO-gabDTP
lexa,2788848,2788869,3.452751,CRP,csiD-lhgO-gabDTP
purr,2788848,2788869,2.982314,CRP,csiD-lhgO-gabDTP
stat,2788848,2788869,4.809748,CRP,csiD-lhgO-gabDTP
argr,2788848,2788869,3.349538,CRP,csiD-lhgO-gabDTP
rdmglu,2788848,2788869,1.997525,CRP,csiD-lhgO-gabDTP
min,2799019,2799033,0.748569,Lrp,stpA
lexa,2799019,2799033,1.857619,Lrp,stpA
purr,2799019,2799033,2.496486,Lrp,stpA
stat,2799019,2799033,0.917269,Lrp,stpA
argr,2799019,2799033,1.321685,Lrp,stpA
rdmglu,2799019,2799033,2.002877,Lrp,stpA
min,2800603,2800618,1.805185,NrdR,nrdHIEF
lexa,2800603,2800618,1.126409,NrdR,nrdHIEF
purr,2800603,2800618,2.221198,NrdR,nrdHIEF
stat,2800603,2800618,-0.907503,NrdR,nrdHIEF
argr,2800603,2800618,2.637066,NrdR,nrdHIEF
rdmglu,2800603,2800618,2.139493,NrdR,nrdHIEF
min,2804715,2804729,2.966045,H-NS,proVWX
lexa,2804715,2804729,2.898595,H-NS,proVWX
purr,2804715,2804729,3.19619,H-NS,proVWX
stat,2804715,2804729,1.758586,H-NS,proVWX
argr,2804715,2804729,2.89313,H-NS,proVWX
rdmglu,2804715,2804729,2.610075,H-NS,proVWX
min,2804730,2804743,2.814847,IHF,proVWX
lexa,2804730,2804743,3.089614,IHF,proVWX
purr,2804730,2804743,3.178964,IHF,proVWX
stat,2804730,2804743,2.578559,IHF,proVWX
argr,2804730,2804743,2.740213,IHF,proVWX
rdmglu,2804730,2804743,2.963678,IHF,proVWX
min,2804754,2804768,1.70182,H-NS,proVWX
lexa,2804754,2804768,3.39988,H-NS,proVWX
purr,2804754,2804768,3.335835,H-NS,proVWX
stat,2804754,2804768,2.858989,H-NS,proVWX
argr,2804754,2804768,2.277686,H-NS,proVWX
rdmglu,2804754,2804768,3.054307,H-NS,proVWX
min,2804773,2804787,2.632607,H-NS,proVWX
lexa,2804773,2804787,3.536814,H-NS,proVWX
purr,2804773,2804787,3.91286,H-NS,proVWX
stat,2804773,2804787,4.241871,H-NS,proVWX
argr,2804773,2804787,3.713784,H-NS,proVWX
rdmglu,2804773,2804787,3.140624,H-NS,proVWX
min,2804792,2804806,4.12721,H-NS,proVWX
lexa,2804792,2804806,3.736375,H-NS,proVWX
purr,2804792,2804806,4.919898,H-NS,proVWX
stat,2804792,2804806,3.798321,H-NS,proVWX
argr,2804792,2804806,0.600071,H-NS,proVWX
rdmglu,2804792,2804806,3.392698,H-NS,proVWX
min,2804819,2804833,4.351471,H-NS,proVWX
lexa,2804819,2804833,5.245331,H-NS,proVWX
purr,2804819,2804833,3.447668,H-NS,proVWX
stat,2804819,2804833,2.1473,H-NS,proVWX
argr,2804819,2804833,-0.317751,H-NS,proVWX
rdmglu,2804819,2804833,3.964174,H-NS,proVWX
min,2804831,2804845,4.169158,H-NS,proVWX
lexa,2804831,2804845,5.213078,H-NS,proVWX
purr,2804831,2804845,2.924135,H-NS,proVWX
stat,2804831,2804845,2.083156,H-NS,proVWX
argr,2804831,2804845,-0.642631,H-NS,proVWX
rdmglu,2804831,2804845,3.878658,H-NS,proVWX
min,2804847,2804861,1.002439,H-NS,proVWX
lexa,2804847,2804861,0.76544,H-NS,proVWX
purr,2804847,2804861,2.283335,H-NS,proVWX
stat,2804847,2804861,0.798447,H-NS,proVWX
argr,2804847,2804861,-1.683709,H-NS,proVWX
rdmglu,2804847,2804861,1.840653,H-NS,proVWX
min,2804877,2804891,3.069697,H-NS,proVWX
lexa,2804877,2804891,3.140056,H-NS,proVWX
purr,2804877,2804891,2.831433,H-NS,proVWX
stat,2804877,2804891,1.947576,H-NS,proVWX
argr,2804877,2804891,-0.379649,H-NS,proVWX
rdmglu,2804877,2804891,3.283638,H-NS,proVWX
min,2804887,2804901,2.291132,IHF,proVWX
lexa,2804887,2804901,3.061294,IHF,proVWX
purr,2804887,2804901,2.831433,IHF,proVWX
stat,2804887,2804901,1.947576,IHF,proVWX
argr,2804887,2804901,-0.379649,IHF,proVWX
rdmglu,2804887,2804901,2.819362,IHF,proVWX
min,2810727,2810747,-0.441661,MprA,mprA-emrAB
lexa,2810727,2810747,0.615144,MprA,mprA-emrAB
purr,2810727,2810747,1.614453,MprA,mprA-emrAB
stat,2810727,2810747,1.490903,MprA,mprA-emrAB
argr,2810727,2810747,2.498854,MprA,mprA-emrAB
rdmglu,2810727,2810747,1.191539,MprA,mprA-emrAB
min,2825739,2825760,0.807038,CRP,srlAEBD-gutM-srlR-gutQ
lexa,2825739,2825760,2.594892,CRP,srlAEBD-gutM-srlR-gutQ
purr,2825739,2825760,2.461111,CRP,srlAEBD-gutM-srlR-gutQ
stat,2825739,2825760,3.074887,CRP,srlAEBD-gutM-srlR-gutQ
argr,2825739,2825760,-2.42343,CRP,srlAEBD-gutM-srlR-gutQ
rdmglu,2825739,2825760,2.222781,CRP,srlAEBD-gutM-srlR-gutQ
min,2832322,2832334,1.434976,NorR,norVW
lexa,2832322,2832334,3.271253,NorR,norVW
purr,2832322,2832334,4.018284,NorR,norVW
stat,2832322,2832334,2.271743,NorR,norVW
argr,2832322,2832334,3.357491,NorR,norVW
rdmglu,2832322,2832334,2.922809,NorR,norVW
min,2832322,2832334,1.434976,NorR,norR
lexa,2832322,2832334,3.271253,NorR,norR
purr,2832322,2832334,4.018284,NorR,norR
stat,2832322,2832334,2.271743,NorR,norR
argr,2832322,2832334,3.357491,NorR,norR
rdmglu,2832322,2832334,2.922809,NorR,norR
min,2832346,2832358,5.085631,NorR,norR
lexa,2832346,2832358,7.515055,NorR,norR
purr,2832346,2832358,8.420301,NorR,norR
stat,2832346,2832358,6.702789,NorR,norR
argr,2832346,2832358,5.891802,NorR,norR
rdmglu,2832346,2832358,6.943236,NorR,norR
min,2832346,2832358,5.085631,NorR,norVW
lexa,2832346,2832358,7.515055,NorR,norVW
purr,2832346,2832358,8.420301,NorR,norVW
stat,2832346,2832358,6.702789,NorR,norVW
argr,2832346,2832358,5.891802,NorR,norVW
rdmglu,2832346,2832358,6.943236,NorR,norVW
min,2832353,2832368,7.394677,NarP,norVW
lexa,2832353,2832368,10.723551,NarP,norVW
purr,2832353,2832368,8.597188,NarP,norVW
stat,2832353,2832368,7.587698,NarP,norVW
argr,2832353,2832368,6.550087,NarP,norVW
rdmglu,2832353,2832368,8.170468,NarP,norVW
min,2832353,2832368,7.394677,NarL,norVW
lexa,2832353,2832368,10.723551,NarL,norVW
purr,2832353,2832368,8.597188,NarL,norVW
stat,2832353,2832368,7.587698,NarL,norVW
argr,2832353,2832368,6.550087,NarL,norVW
rdmglu,2832353,2832368,8.170468,NarL,norVW
min,2832362,2832377,8.321756,NarP,norVW
lexa,2832362,2832377,10.90211,NarP,norVW
purr,2832362,2832377,8.571217,NarP,norVW
stat,2832362,2832377,6.923286,NarP,norVW
argr,2832362,2832377,6.56366,NarP,norVW
rdmglu,2832362,2832377,8.306715,NarP,norVW
min,2832362,2832377,8.321756,NarL,norVW
lexa,2832362,2832377,10.90211,NarL,norVW
purr,2832362,2832377,8.571217,NarL,norVW
stat,2832362,2832377,6.923286,NarL,norVW
argr,2832362,2832377,6.56366,NarL,norVW
rdmglu,2832362,2832377,8.306715,NarL,norVW
min,2832385,2832397,7.877977,IHF,norVW
lexa,2832385,2832397,10.198238,IHF,norVW
purr,2832385,2832397,8.39726,IHF,norVW
stat,2832385,2832397,6.475632,IHF,norVW
argr,2832385,2832397,6.525914,IHF,norVW
rdmglu,2832385,2832397,8.244622,IHF,norVW
min,2832449,2832461,3.574554,IHF,norVW
lexa,2832449,2832461,5.193746,IHF,norVW
purr,2832449,2832461,5.919459,IHF,norVW
stat,2832449,2832461,1.182162,IHF,norVW
argr,2832449,2832461,4.693557,IHF,norVW
rdmglu,2832449,2832461,4.375801,IHF,norVW
min,2838090,2838107,2.228041,Cra,hypF
lexa,2838090,2838107,1.97522,Cra,hypF
purr,2838090,2838107,2.447077,Cra,hypF
stat,2838090,2838107,-0.489979,Cra,hypF
argr,2838090,2838107,3.939145,Cra,hypF
rdmglu,2838090,2838107,2.140599,Cra,hypF
min,2838090,2838107,2.228041,Cra,hypF
lexa,2838090,2838107,1.97522,Cra,hypF
purr,2838090,2838107,2.447077,Cra,hypF
stat,2838090,2838107,-0.489979,Cra,hypF
argr,2838090,2838107,3.939145,Cra,hypF
rdmglu,2838090,2838107,2.140599,Cra,hypF
min,2839347,2839368,0.611107,CRP,ascFB
lexa,2839347,2839368,2.098318,CRP,ascFB
purr,2839347,2839368,2.01693,CRP,ascFB
stat,2839347,2839368,0.003555,CRP,ascFB
argr,2839347,2839368,1.41869,CRP,ascFB
rdmglu,2839347,2839368,1.585265,CRP,ascFB
min,2839350,2839363,0.217172,AscG,ascFB
lexa,2839350,2839363,1.929512,AscG,ascFB
purr,2839350,2839363,2.01693,AscG,ascFB
stat,2839350,2839363,0.003555,AscG,ascFB
argr,2839350,2839363,0.865643,AscG,ascFB
rdmglu,2839350,2839363,1.585265,AscG,ascFB
min,2850493,2850505,2.785341,IHF,hycABCDEFGHI
lexa,2850493,2850505,1.571464,IHF,hycABCDEFGHI
purr,2850493,2850505,3.482687,IHF,hycABCDEFGHI
stat,2850493,2850505,0.353275,IHF,hycABCDEFGHI
argr,2850493,2850505,2.406103,IHF,hycABCDEFGHI
rdmglu,2850493,2850505,2.875818,IHF,hycABCDEFGHI
min,2850493,2850505,2.785341,IHF,hypABCDE
lexa,2850493,2850505,1.571464,IHF,hypABCDE
purr,2850493,2850505,3.482687,IHF,hypABCDE
stat,2850493,2850505,0.353275,IHF,hypABCDE
argr,2850493,2850505,2.406103,IHF,hypABCDE
rdmglu,2850493,2850505,2.875818,IHF,hypABCDE
min,2850493,2850505,2.785341,IHF,hypABCDE-fhlA
lexa,2850493,2850505,1.571464,IHF,hypABCDE-fhlA
purr,2850493,2850505,3.482687,IHF,hypABCDE-fhlA
stat,2850493,2850505,0.353275,IHF,hypABCDE-fhlA
argr,2850493,2850505,2.406103,IHF,hypABCDE-fhlA
rdmglu,2850493,2850505,2.875818,IHF,hypABCDE-fhlA
min,2850526,2850536,2.167983,NsrR,hycABCDEFGHI
lexa,2850526,2850536,0.87609,NsrR,hycABCDEFGHI
purr,2850526,2850536,3.148033,NsrR,hycABCDEFGHI
stat,2850526,2850536,-0.079395,NsrR,hycABCDEFGHI
argr,2850526,2850536,1.1046,NsrR,hycABCDEFGHI
rdmglu,2850526,2850536,2.801299,NsrR,hycABCDEFGHI
min,2850526,2850536,2.167983,NsrR,hypABCDE-fhlA
lexa,2850526,2850536,0.87609,NsrR,hypABCDE-fhlA
purr,2850526,2850536,3.148033,NsrR,hypABCDE-fhlA
stat,2850526,2850536,-0.079395,NsrR,hypABCDE-fhlA
argr,2850526,2850536,1.1046,NsrR,hypABCDE-fhlA
rdmglu,2850526,2850536,2.801299,NsrR,hypABCDE-fhlA
min,2850526,2850536,2.167983,NsrR,hypABCDE
lexa,2850526,2850536,0.87609,NsrR,hypABCDE
purr,2850526,2850536,3.148033,NsrR,hypABCDE
stat,2850526,2850536,-0.079395,NsrR,hypABCDE
argr,2850526,2850536,1.1046,NsrR,hypABCDE
rdmglu,2850526,2850536,2.801299,NsrR,hypABCDE
min,2850539,2850552,2.131288,FhlA,hycABCDEFGHI
lexa,2850539,2850552,0.986066,FhlA,hycABCDEFGHI
purr,2850539,2850552,2.87943,FhlA,hycABCDEFGHI
stat,2850539,2850552,-0.268132,FhlA,hycABCDEFGHI
argr,2850539,2850552,1.03116,FhlA,hycABCDEFGHI
rdmglu,2850539,2850552,2.621726,FhlA,hycABCDEFGHI
min,2850553,2850565,2.073825,FhlA,hycABCDEFGHI
lexa,2850553,2850565,1.352508,FhlA,hycABCDEFGHI
purr,2850553,2850565,2.620113,FhlA,hycABCDEFGHI
stat,2850553,2850565,0.196251,FhlA,hycABCDEFGHI
argr,2850553,2850565,0.983681,FhlA,hycABCDEFGHI
rdmglu,2850553,2850565,2.439005,FhlA,hycABCDEFGHI
min,2850641,2850664,2.228244,ModE,hycABCDEFGHI
lexa,2850641,2850664,1.569913,ModE,hycABCDEFGHI
purr,2850641,2850664,2.464609,ModE,hycABCDEFGHI
stat,2850641,2850664,0.963809,ModE,hycABCDEFGHI
argr,2850641,2850664,4.327665,ModE,hycABCDEFGHI
rdmglu,2850641,2850664,2.969093,ModE,hycABCDEFGHI
min,2850683,2850696,2.061601,FNR,hypBCDE
lexa,2850683,2850696,0.605817,FNR,hypBCDE
purr,2850683,2850696,1.739728,FNR,hypBCDE
stat,2850683,2850696,0.083977,FNR,hypBCDE
argr,2850683,2850696,3.249515,FNR,hypBCDE
rdmglu,2850683,2850696,2.898756,FNR,hypBCDE
min,2850683,2850696,2.061601,FNR,hypBCDE-fhlA
lexa,2850683,2850696,0.605817,FNR,hypBCDE-fhlA
purr,2850683,2850696,1.739728,FNR,hypBCDE-fhlA
stat,2850683,2850696,0.083977,FNR,hypBCDE-fhlA
argr,2850683,2850696,3.249515,FNR,hypBCDE-fhlA
rdmglu,2850683,2850696,2.898756,FNR,hypBCDE-fhlA
min,2876432,2876473,0.127418,CysB,cysDNC
lexa,2876432,2876473,1.541778,CysB,cysDNC
purr,2876432,2876473,1.962748,CysB,cysDNC
stat,2876432,2876473,2.932693,CysB,cysDNC
argr,2876432,2876473,2.195879,CysB,cysDNC
rdmglu,2876432,2876473,0.91367,CysB,cysDNC
min,2884263,2884283,2.926963,LeuO,casABCDE12
lexa,2884263,2884283,5.927998,LeuO,casABCDE12
purr,2884263,2884283,4.26993,LeuO,casABCDE12
stat,2884263,2884283,3.06422,LeuO,casABCDE12
argr,2884263,2884283,-3.139274,LeuO,casABCDE12
rdmglu,2884263,2884283,5.115793,LeuO,casABCDE12
min,2884289,2884309,2.997974,LeuO,casABCDE12
lexa,2884289,2884309,6.912538,LeuO,casABCDE12
purr,2884289,2884309,4.42725,LeuO,casABCDE12
stat,2884289,2884309,4.272713,LeuO,casABCDE12
argr,2884289,2884309,0.724562,LeuO,casABCDE12
rdmglu,2884289,2884309,6.191358,LeuO,casABCDE12
min,2884358,2884372,1.756353,H-NS,casABCDE12
lexa,2884358,2884372,6.859166,H-NS,casABCDE12
purr,2884358,2884372,2.584963,H-NS,casABCDE12
stat,2884358,2884372,2.041993,H-NS,casABCDE12
argr,2884358,2884372,-0.17466,H-NS,casABCDE12
rdmglu,2884358,2884372,5.5677,H-NS,casABCDE12
min,2884389,2884409,0.301032,LeuO,casABCDE12
lexa,2884389,2884409,6.987157,LeuO,casABCDE12
purr,2884389,2884409,2.844485,LeuO,casABCDE12
stat,2884389,2884409,2.643011,LeuO,casABCDE12
argr,2884389,2884409,-2.685478,LeuO,casABCDE12
rdmglu,2884389,2884409,5.222552,LeuO,casABCDE12
min,2884399,2884418,0.712063,CRP,casABCDE12
lexa,2884399,2884418,6.987157,CRP,casABCDE12
purr,2884399,2884418,2.844485,CRP,casABCDE12
stat,2884399,2884418,2.643011,CRP,casABCDE12
argr,2884399,2884418,-2.466506,CRP,casABCDE12
rdmglu,2884399,2884418,5.759965,CRP,casABCDE12
min,2884419,2884439,2.612955,LeuO,casABCDE12
lexa,2884419,2884439,7.069771,LeuO,casABCDE12
purr,2884419,2884439,3.475328,LeuO,casABCDE12
stat,2884419,2884439,4.519278,LeuO,casABCDE12
argr,2884419,2884439,-1.009326,LeuO,casABCDE12
rdmglu,2884419,2884439,5.629293,LeuO,casABCDE12
min,2891998,2892039,3.635958,CysB,cysJIH
lexa,2891998,2892039,4.016502,CysB,cysJIH
purr,2891998,2892039,5.097281,CysB,cysJIH
stat,2891998,2892039,5.156661,CysB,cysJIH
argr,2891998,2892039,4.667054,CysB,cysJIH
rdmglu,2891998,2892039,2.867389,CysB,cysJIH
min,2892082,2892094,2.957431,IHF,cysJIH
lexa,2892082,2892094,3.743961,IHF,cysJIH
purr,2892082,2892094,4.163192,IHF,cysJIH
stat,2892082,2892094,2.61368,IHF,cysJIH
argr,2892082,2892094,1.734742,IHF,cysJIH
rdmglu,2892082,2892094,2.332009,IHF,cysJIH
min,2911362,2911388,0.927246,MazE-MazF,mazEFG
lexa,2911362,2911388,2.435718,MazE-MazF,mazEFG
purr,2911362,2911388,1.449614,MazE-MazF,mazEFG
stat,2911362,2911388,0.549766,MazE-MazF,mazEFG
argr,2911362,2911388,0.796717,MazE-MazF,mazEFG
rdmglu,2911362,2911388,1.319692,MazE-MazF,mazEFG
min,2911362,2911388,0.927246,MazE-MazF,mazEFG
lexa,2911362,2911388,2.435718,MazE-MazF,mazEFG
purr,2911362,2911388,1.449614,MazE-MazF,mazEFG
stat,2911362,2911388,0.549766,MazE-MazF,mazEFG
argr,2911362,2911388,0.796717,MazE-MazF,mazEFG
rdmglu,2911362,2911388,1.319692,MazE-MazF,mazEFG
min,2911363,2911387,0.927246,MazE,mazEFG
lexa,2911363,2911387,2.435718,MazE,mazEFG
purr,2911363,2911387,1.449614,MazE,mazEFG
stat,2911363,2911387,0.549766,MazE,mazEFG
argr,2911363,2911387,0.796717,MazE,mazEFG
rdmglu,2911363,2911387,1.319692,MazE,mazEFG
min,2911363,2911387,0.927246,MazE,mazEFG
lexa,2911363,2911387,2.435718,MazE,mazEFG
purr,2911363,2911387,1.449614,MazE,mazEFG
stat,2911363,2911387,0.549766,MazE,mazEFG
argr,2911363,2911387,0.796717,MazE,mazEFG
rdmglu,2911363,2911387,1.319692,MazE,mazEFG
min,2911376,2911402,2.04123,MazE,mazEFG
lexa,2911376,2911402,2.435718,MazE,mazEFG
purr,2911376,2911402,1.449614,MazE,mazEFG
stat,2911376,2911402,0.705389,MazE,mazEFG
argr,2911376,2911402,1.636166,MazE,mazEFG
rdmglu,2911376,2911402,1.319692,MazE,mazEFG
min,2911376,2911402,2.04123,MazE,mazEFG
lexa,2911376,2911402,2.435718,MazE,mazEFG
purr,2911376,2911402,1.449614,MazE,mazEFG
stat,2911376,2911402,0.705389,MazE,mazEFG
argr,2911376,2911402,1.636166,MazE,mazEFG
rdmglu,2911376,2911402,1.319692,MazE,mazEFG
min,2911376,2911402,2.04123,MazE-MazF,mazEFG
lexa,2911376,2911402,2.435718,MazE-MazF,mazEFG
purr,2911376,2911402,1.449614,MazE-MazF,mazEFG
stat,2911376,2911402,0.705389,MazE-MazF,mazEFG
argr,2911376,2911402,1.636166,MazE-MazF,mazEFG
rdmglu,2911376,2911402,1.319692,MazE-MazF,mazEFG
min,2911376,2911402,2.04123,MazE-MazF,mazEFG
lexa,2911376,2911402,2.435718,MazE-MazF,mazEFG
purr,2911376,2911402,1.449614,MazE-MazF,mazEFG
stat,2911376,2911402,0.705389,MazE-MazF,mazEFG
argr,2911376,2911402,1.636166,MazE-MazF,mazEFG
rdmglu,2911376,2911402,1.319692,MazE-MazF,mazEFG
min,2911401,2911415,2.04123,Fis,mazEFG
lexa,2911401,2911415,1.650265,Fis,mazEFG
purr,2911401,2911415,1.137605,Fis,mazEFG
stat,2911401,2911415,0.705389,Fis,mazEFG
argr,2911401,2911415,2.154683,Fis,mazEFG
rdmglu,2911401,2911415,1.148524,Fis,mazEFG
min,2911401,2911415,2.04123,Fis,mazEFG
lexa,2911401,2911415,1.650265,Fis,mazEFG
purr,2911401,2911415,1.137605,Fis,mazEFG
stat,2911401,2911415,0.705389,Fis,mazEFG
argr,2911401,2911415,2.154683,Fis,mazEFG
rdmglu,2911401,2911415,1.148524,Fis,mazEFG
min,2914327,2914348,0.418268,CRP,relA-mazEF
lexa,2914327,2914348,1.695321,CRP,relA-mazEF
purr,2914327,2914348,1.223615,CRP,relA-mazEF
stat,2914327,2914348,0.873031,CRP,relA-mazEF
argr,2914327,2914348,2.015588,CRP,relA-mazEF
rdmglu,2914327,2914348,0.54421,CRP,relA-mazEF
min,2934028,2934049,2.935777,CRP,fucPIKUR
lexa,2934028,2934049,3.341586,CRP,fucPIKUR
purr,2934028,2934049,2.474997,CRP,fucPIKUR
stat,2934028,2934049,2.689724,CRP,fucPIKUR
argr,2934028,2934049,1.471414,CRP,fucPIKUR
rdmglu,2934028,2934049,3.130324,CRP,fucPIKUR
min,2934068,2934089,3.224669,CRP,fucPIKUR
lexa,2934068,2934089,2.673337,CRP,fucPIKUR
purr,2934068,2934089,3.038858,CRP,fucPIKUR
stat,2934068,2934089,2.298432,CRP,fucPIKUR
argr,2934068,2934089,2.301019,CRP,fucPIKUR
rdmglu,2934068,2934089,2.994107,CRP,fucPIKUR
min,2949214,2949231,1.300122,ArgR,argA
lexa,2949214,2949231,3.092008,ArgR,argA
purr,2949214,2949231,2.915761,ArgR,argA
stat,2949214,2949231,3.751924,ArgR,argA
argr,2949214,2949231,-2.594302,ArgR,argA
rdmglu,2949214,2949231,3.237016,ArgR,argA
min,2958982,2959001,5.167478,LexA,ptrA
lexa,2958982,2959001,4.613003,LexA,ptrA
purr,2958982,2959001,6.374245,LexA,ptrA
stat,2958982,2959001,6.603123,LexA,ptrA
argr,2958982,2959001,5.845149,LexA,ptrA
rdmglu,2958982,2959001,6.832885,LexA,ptrA
min,2958982,2959001,5.167478,LexA,ptrA-recBD
lexa,2958982,2959001,4.613003,LexA,ptrA-recBD
purr,2958982,2959001,6.374245,LexA,ptrA-recBD
stat,2958982,2959001,6.603123,LexA,ptrA-recBD
argr,2958982,2959001,5.845149,LexA,ptrA-recBD
rdmglu,2958982,2959001,6.832885,LexA,ptrA-recBD
min,2982265,2982281,3.331473,AraC,araE
lexa,2982265,2982281,2.050859,AraC,araE
purr,2982265,2982281,1.838061,AraC,araE
stat,2982265,2982281,2.465717,AraC,araE
argr,2982265,2982281,1.695212,AraC,araE
rdmglu,2982265,2982281,2.514252,AraC,araE
min,2982265,2982281,3.331473,AraC,araE-ygeA
lexa,2982265,2982281,2.050859,AraC,araE-ygeA
purr,2982265,2982281,1.838061,AraC,araE-ygeA
stat,2982265,2982281,2.465717,AraC,araE-ygeA
argr,2982265,2982281,1.695212,AraC,araE-ygeA
rdmglu,2982265,2982281,2.514252,AraC,araE-ygeA
min,2982292,2982313,2.998831,CRP,araE
lexa,2982292,2982313,3.065873,CRP,araE
purr,2982292,2982313,2.755883,CRP,araE
stat,2982292,2982313,3.164284,CRP,araE
argr,2982292,2982313,0.672685,CRP,araE
rdmglu,2982292,2982313,2.808802,CRP,araE
min,2982292,2982313,2.998831,CRP,araE-ygeA
lexa,2982292,2982313,3.065873,CRP,araE-ygeA
purr,2982292,2982313,2.755883,CRP,araE-ygeA
stat,2982292,2982313,3.164284,CRP,araE-ygeA
argr,2982292,2982313,0.672685,CRP,araE-ygeA
rdmglu,2982292,2982313,2.808802,CRP,araE-ygeA
min,2991285,2991326,5.961866,CysB,ygeH
lexa,2991285,2991326,7.647992,CysB,ygeH
purr,2991285,2991326,4.448072,CysB,ygeH
stat,2991285,2991326,7.970675,CysB,ygeH
argr,2991285,2991326,2.836612,CysB,ygeH
rdmglu,2991285,2991326,5.234015,CysB,ygeH
min,3039763,3039782,0.850792,SoxS,fldB
lexa,3039763,3039782,-0.794758,SoxS,fldB
purr,3039763,3039782,1.218161,SoxS,fldB
stat,3039763,3039782,-1.088242,SoxS,fldB
argr,3039763,3039782,2.59751,SoxS,fldB
rdmglu,3039763,3039782,0.553218,SoxS,fldB
min,3039774,3039793,0.889275,SoxS,fldB
lexa,3039774,3039793,-0.669473,SoxS,fldB
purr,3039774,3039793,1.218161,SoxS,fldB
stat,3039774,3039793,-1.045769,SoxS,fldB
argr,3039774,3039793,2.59751,SoxS,fldB
rdmglu,3039774,3039793,0.553218,SoxS,fldB
min,3050809,3050823,1.879114,GcvA,gcvTHP
lexa,3050809,3050823,1.791352,GcvA,gcvTHP
purr,3050809,3050823,2.770894,GcvA,gcvTHP
stat,3050809,3050823,0.242955,GcvA,gcvTHP
argr,3050809,3050823,4.486646,GcvA,gcvTHP
rdmglu,3050809,3050823,2.62468,GcvA,gcvTHP
min,3050831,3050845,6.934705,GcvA,gcvTHP
lexa,3050831,3050845,5.102407,GcvA,gcvTHP
purr,3050831,3050845,3.31156,GcvA,gcvTHP
stat,3050831,3050845,6.005625,GcvA,gcvTHP
argr,3050831,3050845,6.796041,GcvA,gcvTHP
rdmglu,3050831,3050845,4.570686,GcvA,gcvTHP
min,3050907,3050928,3.990006,CRP,gcvTHP
lexa,3050907,3050928,4.378473,CRP,gcvTHP
purr,3050907,3050928,3.401019,CRP,gcvTHP
stat,3050907,3050928,5.612954,CRP,gcvTHP
argr,3050907,3050928,0.619032,CRP,gcvTHP
rdmglu,3050907,3050928,3.170521,CRP,gcvTHP
min,3050926,3050940,3.417234,Lrp,gcvTHP
lexa,3050926,3050940,3.920643,Lrp,gcvTHP
purr,3050926,3050940,2.81184,Lrp,gcvTHP
stat,3050926,3050940,4.450385,Lrp,gcvTHP
argr,3050926,3050940,-2.27791,Lrp,gcvTHP
rdmglu,3050926,3050940,3.078871,Lrp,gcvTHP
min,3058618,3058639,3.911234,CRP,serA
lexa,3058618,3058639,2.720395,CRP,serA
purr,3058618,3058639,2.968921,CRP,serA
stat,3058618,3058639,2.574117,CRP,serA
argr,3058618,3058639,4.693274,CRP,serA
rdmglu,3058618,3058639,2.844813,CRP,serA
min,3059684,3059703,1.246306,ArgP,argP
lexa,3059684,3059703,2.225934,ArgP,argP
purr,3059684,3059703,0.639982,ArgP,argP
stat,3059684,3059703,1.276031,ArgP,argP
argr,3059684,3059703,1.683371,ArgP,argP
rdmglu,3059684,3059703,0.981921,ArgP,argP
min,3068860,3068879,2.302569,ArgP,argO
lexa,3068860,3068879,4.428507,ArgP,argO
purr,3068860,3068879,1.974995,ArgP,argO
stat,3068860,3068879,-0.91307,ArgP,argO
argr,3068860,3068879,1.188595,ArgP,argO
rdmglu,3068860,3068879,2.660438,ArgP,argO
min,3068873,3068888,3.103809,Lrp,argO
lexa,3068873,3068888,4.428507,Lrp,argO
purr,3068873,3068888,2.262126,Lrp,argO
stat,3068873,3068888,0.277754,Lrp,argO
argr,3068873,3068888,1.188595,Lrp,argO
rdmglu,3068873,3068888,2.660438,Lrp,argO
min,3068880,3068899,3.103809,ArgP,argO
lexa,3068880,3068899,4.313655,ArgP,argO
purr,3068880,3068899,2.262126,ArgP,argO
stat,3068880,3068899,0.277754,ArgP,argO
argr,3068880,3068899,0.491036,ArgP,argO
rdmglu,3068880,3068899,2.639594,ArgP,argO
min,3068894,3068909,2.017173,Lrp,argO
lexa,3068894,3068909,2.395773,Lrp,argO
purr,3068894,3068909,0.692566,Lrp,argO
stat,3068894,3068909,-0.360976,Lrp,argO
argr,3068894,3068909,-1.443661,Lrp,argO
